code,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports,discipline,event
1573355,SMITH David,SMITH D,David SMITH,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Boccia'],"[""Men's Individual - BC1"", 'Mixed Team - BC1/BC2']",1989-03-02,EASTLEIGH,Great Britain,SWANSEA,Great Britain,"Smithy (Athlete, 27 Aug 2024)","WW2 history, bird watching, nutrition. (Athlete, 27 Aug 2024)","Athlete, Sales","Aerospace Engineering - Swansea University, Wales",,English,"Glynn Tromans [national], GBR","He was encouraged to take up the sport seriously at high school. ""I started playing at primary school. I went to a specialist school for people with an impairment and at that time they were pretty hot regarding anything sporty. It was a good place to be and boccia was one of the sports that we played. It took me a while to fall in love with it as initially I was rubbish. I didn't win an end for almost five years. To be honest, representing Great Britain wasn't in my psyche. My high school took Para sport seriously and I was given countless opportunities to achieve. Eventually, I had my first taste of success in boccia and I started enjoying it."" (paralympic.org, 02 Apr 2016; ablemagazine.co.uk, 01 Jan 2015)","British army pilot and impaired persons advocate Douglas Bader. (Athlete, 27 Aug 2024)","British boccia player Sarah Nolan. (Athlete, 27 Aug 2024)","""I want to play well, show off, make the crowd excited and rip up the rule book a little bit."" (paralympic.org, 20 Mar 2024)",,"""[I] always hold the ball on the same panel [and] pee before a game!"" (Athlete, 27 Aug 2024)",,,
1573357,TAGGART Claire,TAGGART C,Claire TAGGART,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Boccia'],"[""Women's Individual - BC2"", 'Mixed Team - BC1/BC2']",1995-02-11,,,LARNE,Great Britain,,"Illustration, playing computer games. (Nifty Notebooks 11 Facebook page, 24 Sep 2020; paralympics.org.uk, 04 Mar 2021)","Athlete, Business Owner, Designer","Northern Regional College, Northern Ireland",,English,"Glynn Tromans [national], GBR","She was introduced to the sport by her friend Talia McDowell. She had previously playing wheelchair rugby. ""I was not very sporty as a child but when I developed my impairment at around the age of 16 I thought I better get involved in something to get me out of the house. A local [boccia] club was set up and I just went along. I was still playing wheelchair rugby at the time and loved the fast adrenaline of the rugby but as my disability progressed I knew that my future wasn't going to be in rugby. So I invested more of my time in boccia."" (SportNI YouTube channel, 28 Jan 2019; dsni.co.uk, 01 Jan 2014)",,"Her parents. (marypeterstrust.org, 11 Feb 2022)","""Appreciate the small things."" (belfasttelegraph.co.uk, 24 Apr 2020)","Her mother Maggie has served as her sports assistant at competitions. (boccia2017santcugat.com, 01 Jan 2017)",,"She has played wheelchair rugby for the Ulster Barbarians in Northern Ireland. (belfasttelegraph.co.uk, 21 Jan 2016)",,
1573358,WILSON Patrick,WILSON P,Patrick WILSON,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Boccia'],"[""Men's Individual - BC3""]",1995-10-08,BIRKENHEAD,Great Britain,EDINBURGH,Great Britain,"Paddy [""My teammates are unimaginative.""] (Athlete, 30 Aug 2024)",,Athlete,,,English,Glynn Tromans [national],"He was identified as a potential boccia player by the regional development manager for Scottish Sport. ""It allowed me to be truly competitive for the first time."" (bslt.org.uk, 19 Jul 2014; Athlete, 30 Aug 2024)",,,,,,,,
1573392,MOLLOY Evan,MOLLOY E,Evan MOLLOY,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Judo'],"[""Men's -90 kg J2""]",1999-05-22,,,WALSALL,Great Britain,,,"Athlete, Student","University of Wolverhampton, England",,English,Mark Burbidge,"""Through the discipline of judo, I have learnt my body is my most important tool, and I am so proud of where I am today."" (bbc.com, 04 Jul 2023)","British Para judoka Chris Skelley. (birminghammail.co.uk, 09 Sep 2023)","His father. (Instagram profile, 12 Nov 2023)",,,,,,
1573393,POWELL Daniel,POWELL D,Daniel POWELL,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Judo'],"[""Men's -90 kg J1""]",1991-05-04,LIVERPOOL,Great Britain,LIVERPOOL,Great Britain,"Dan, Sausages [""My coach was talking to me once and I was in my own little world and he threw the word 'sausages' in the middle of a sentence. Afterwards he said, 'You didn't hear me, did you?' So now my nickname is 'Sausages'.""] (Instagram profile, 25 Mar 2021; channel4.com, 21 Nov 2011)","Supporting English football team Liverpool. (liverpoolecho.co.uk, 29 Aug 2021)","Athlete, Coach, Massage Therapist, Personal Trainer","Media Studies - Halewood College, Liverpool, GBR",Son Edward [2019],English,,"He was encouraged by his family and followed in the footsteps of his father Terry, who also competed in Para judo. (paralympics.org.uk, 11 Apr 2012; Athlete, 26 Aug 2012)",,"His father Terry. (Athlete, 26 Aug 2012)",,"His older brother Marc and his father Terry have both represented Great Britain in judo at the Paralympic Games. Marc competed at the 2012 Games in London, while Terry participated at the 1988, 1996, and 2000 editions of the Games. (SportsDeskOnline, 07 May 2021; eladvertiser.co.uk, 04 Jan 2017; paralympics.org.uk, 2012)",,"He has also competed in Para athletics in sprint events and long jump. (givemesport.com, 28 Jul 2015)",,
1573394,SKELLEY Christopher,SKELLEY C,Christopher SKELLEY,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Judo'],"[""Men's +90 kg J2""]",1993-07-09,NOTTINGHAM,Great Britain,,Great Britain,"Polar Bear, Chris (Instagram profile, 28 Mar 2021; Athlete, 01 Apr 2016)","Food, quizzes. (emergingproud.com, 20 Apr 2020)",Athlete,"Trade - Mechanic - Hull College, England",Wife Louise Hunt,English,"Ian Johns [national], GBR","He played rugby growing up and started judo as a way of improving his fitness and to socialise. He worked as an apprentice car mechanic but was let go when his sight started to deteriorate. ""I made sure I was still doing competitions and someone spotted me at one when I was wearing a blindfold. I was beating people at a national level and was asked if I wanted to start travelling with the team and fighting internationally. I thought I had to grab that opportunity with both hands because I had no other options."" (emergingproud.com, 20 Apr 2020; paralympics.org.uk, 28 Jul 2019, 20 Nov 2018)","British judoka Ian Johns, English rugby union player Jonny Wilkinson. (Athlete, 01 Apr 2016)",,"""The main limitation is in the mind and if you get over that you will be able to see the world and enjoy yourself."" (paralympics.org.uk, 20 Nov 2018)","His wife Louise Hunt has represented Great Britain in wheelchair tennis. She competed at the 2012 and 2016 Paralympic Games, and reached the women's doubles semifinals at Wimbledon in 2015 and 2016. (SportsDeskOnline, 09 May 2021; tennisthreads.net, 30 Jun 2020)",,,,
1573420,BROOME Olivia,BROOME O,Olivia BROOME,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Powerlifting'],"[""Women's up to 50kg""]",2001-06-13,CHORLEY,Great Britain,,,"Liv (X profile, 10 Jan 2023)","Baking, drawing, reading, playing video games. (Instagram profile, 15 Nov 2023; britishweightlifting.org, 26 Jun 2022; Athlete, 11 Jul 2019)",Athlete,"Sports Science - Loughborough University, England",,English,Connor Macdonald [national],"She took part in a talent identification event at Loughborough University. ""[My sister] suggested I apply as I had always taken part in a number of sports. It has always been my dream to go to the Paralympics and I was always encouraged to participate in sport. I enjoy the competitive aspect of the sport along with the challenge of always trying to be better. I love the feeling of getting stronger and setting new personal bests both in and out of competition."" (britishweightlifting.org, 26 Jun 2022; Athlete, 11 Jul 2019; pathtosuccess.org.uk, 16 Jul 2017)","British Para swimmer Ellie Simmonds. (Athlete, 11 Jul 2019)","Her family and friends. (britishweightlifting.org, 26 Jun 2022; Athlete, 11 Jul 2019)","""Do what you love, not what you're told to love."" (pathtosuccess.org.uk, 16 Jul 2017)",,"Before a competition she watches videos on YouTube and listens to music. ""A lot of my pre-competition ritual is based around things that don't make me<BR/>nervous."" (britishweightlifting.org, 26 Jun 2022)","She competed in Para swimming and Para athletics at the 2016 UK School Games in Loughborough, England. (chorleymarlins.org.uk, 23 Sep 2016)",,
1573422,HARDING Matthew,HARDING M,Matthew HARDING,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Powerlifting'],"[""Men's up to 80kg""]",1999-07-15,,,,,"Matt, Mattie (Facebook profile, 25 Oct 2023; teamengland.org, 05 Dec 2021)",,Athlete,"Edge Hill University, Ormskirk, GBR",,English,Ben Richens [national]; Connor Macdonald [national]; Tom Whittaker [national],"He switched from Para swimming to Para powerlifting after he missed out on the 2020 Paralympic Games in Tokyo, where he had hoped to compete in the pool. ""There had to be another pathway to the Paralympic Games and I found my love for this [Para powerlifting] and it's been an absolutely perfect road since."" (paralympic.org, 13 Oct 2022)",,,"""I train with the goal in mind to be the best and it's going to take a while, but I know with consistency I can compete with the best."" (paralympic.org, 13 Oct 2022)",,,"He has competed in Para swimming at international level, and set a 50m freestyle world record at the 2017 World Dwarf Games in Guelph, ON, Canada. (wirralmetro.co.uk, 03 Apr 2019, 27 Sep 2017; internationaldwarfsportsfederation.com, 01 Feb 2019; birkenheadsc.org.uk, 12 Aug 2017)",,
1573423,McGARRY Liam,McGARRY L,Liam McGARRY,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Powerlifting'],"[""Men's over 107kg""]",1996-11-12,,,,,"LMG (Instagram profile, 18 Feb 2024)","Supporting English football team West Ham United. (paralympics.org.uk, 13 Feb 2024)",Athlete,"Coaching, Sport Psychology - Bournemouth University, England",,English,Ben Richens [national]; Connor Macdonald [national]; Tom Whittaker [national],"""I started attending development camps and discovered this was a sport that fuelled me. It's a challenge, and I'm good at it. Being competitive runs in my blood and I love the buzz. Being on the platform, feeling the power of the weights - it gets addictive!"" (britishweightlifting.org, 25 Mar 2021)",,,"""Set your dreams nice and big and make sure you put the work in to achieve them."" (bournemouth.ac.uk, 24 Jun 2021)",,,"He played football for English clubs Maidstone United and Dartford FC. He also played rugby for Bournemouth University. (paralympics.org.uk, 13 Feb 2024)",,
1573424,McGUINNESS Charlotte,McGUINNESS C,Charlotte McGUINNESS,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Powerlifting'],"[""Women's up to 55kg""]",2001-10-19,,,HARROGATE,Great Britain,"Lottie (Facebook profile, 31 Oct 2022)","Playing tennis, open water swimming. (britishweightlifting.org, 28 Mar 2021)",Athlete,"Exercise Science, Sports Science - Leeds Trinity University, England",,English,Ben Richens [national]; Connor Macdonald [national]; Tom Whittaker [national],"""The National Dwarf Games has powerlifting as one of their events so after my friend gave it a go I thought I would try. At the 2019 Games, ParalympicsGB were there and watched me lift and invited me to a session at Loughborough [in England] and I was then put on the national development squad, it all started then."" (britishweightlifting.org, 28 Mar 2021)","British Para powerlifter Ali Jawad. (britishathletes.org, 01 Sep 2021)",,,,,,,
1573425,NEWSON Zoe,NEWSON Z,Zoe NEWSON,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Powerlifting'],"[""Women's up to 45kg""]",1992-03-24,IPSWICH,Great Britain,EAST BERGHOLT,Great Britain,,"Supporting English football team Arsenal, watching wrestling, films and TV, shopping, spending time with family. (Instagram profile, 20 Sep 2023; tresamagazine.com, 19 Jul 2023; Facebook profile, 27 Jul 2021)",Athlete,,"Partner Dan, son Duncan [2019]",English,Ben Richens [national]; Connor Macdonald [national]; Tom Whittaker [national],"""My old coach was at my high school to do a talk about the army as he was in it. I was playing badminton at lunchtime and my coach was looking round the school. He came over to me and said because of my height I would be good at it [Para powerlifting]. I said no, came home, and spoke to my parents and they said try it and if you don't like it, give it up. I tried it, and enjoyed it."" (britishweightlifting.co.uk, 30 Mar 2021; results.gc2018.com, 24 Feb 2013)","Argentinian footballer Lionel Messi. (Athlete, 20 May 2019)","Her son Duncan. ""When I am backstage, thinking of him helps me a lot. There was a competition where Duncan was in the audience and after my second lift I saw him and it sort of helped me a lot to calm down and finish the competition pushing even harder. He is there smiling and it just makes you feel great because of it. I can't wait to come home to him after the competition."" (paralympic.org, 29 Feb 2020)","""The best advice I got was just enjoy it and have fun. My advice is to have fun and don't give up."" (tresamagazine.com, 19 Jul 2023)",,,,,
1573426,SUGDEN Louise,SUGDEN L,Louise SUGDEN,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Powerlifting'],"[""Women's up to 79kg""]",1984-07-20,READING,Great Britain,MAIDENHEAD,Great Britain,"Lou (Athlete, 16 Jun 2019)","Watching films, listening to music, knitting. (Athlete, 16 Jun 2019)","Accountant, Athlete, Motivational Speaker","Chartered Institute of Management Accountants, Great Britain",,English,Ben Richens [national]; Connor Macdonald [national]; Tom Whittaker [national],"She felt that she needed a new challenge after retiring from international wheelchair basketball in August 2016. ""I tried a couple of different sports - rowing, canoeing, and powerlifting. I just really took to powerlifting. Then I stumbled upon Para powerlifting. I've always been strong and I love the gym but I could not have imagined that my body would take to the sport in such a positive way."" (swlondoner.co.uk, 19 Nov 2018; louisesugden.co.uk, 09 Oct 2017, 19 Aug 2016)","British wheelchair basketball player Ann Wild. (channel4.com, 21 Dec 2011)","Coach Tom Whittaker. (Athlete, 16 Jun 2019)","""Dream big, work hard."" (Athlete, 16 Jun 2019)",,"""I have a few lucky items I like to have on competition day."" (Athlete, 16 Jun 2019)","She represented Great Britain in wheelchair basketball at the Paralympic Games in 2008 and 2012. (louisesugden.co.uk, 19 Nov 2017)",,
1573427,SWAN Mark,SWAN M,Mark SWAN,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Powerlifting'],"[""Men's up to 65kg""]",2001-07-02,,,SEAHAM,Great Britain,,"Fishing, camping. (britishweightlifting.org, 28 Mar 2021)",Athlete,,Wife Brooke,English,Ben Richens [national]; Connor Macdonald [national]; Tom Whittaker [national],"""I tried it out once at a weekend with a sports association called Dwarf Sports Association UK. My first lift was 70kg and I got a bronze medal so after that I was hooked."" (britishweightlifting.org, 28 Mar 2021)",,,"""I'm quite chilled out of competition but when it comes to competition I get confident and have that little swagger to get myself ready."" (bbc.co.uk, 23 Sep 2022)",,"He listens to music before competing. (bbc.co.uk, 23 Sep 2022)",,,
1573495,BAYLEY William,BAYLEY W,William BAYLEY,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Table Tennis'],"[""Men's Doubles - MD14"", ""Men's Singles - MS7""]",1988-01-17,POOLE,Great Britain,,Great Britain,,"Supporting English football team Arsenal. (britishparatabletennis.com, 09 Sep 2023)",Athlete,"South Gloucestershire and Stroud College, Bristol, GBR",Daughters Bella and Grace,English,Andrew Rushton [national],"His grandmother bought him a table tennis table to help distract him from his cancer treatment and to help with his recovery. ""My grandma bought me a table, and I fell in love with it, it was the only sport I could beat my brother in. I thought, 'I'm going to carry on with this'. It's weird really, it's like it was meant to be. It's strange to think what I would have been doing if it wasn't for that [cancer], because table tennis is my life."" (skysports.com, 10 Jul 2023; Facebook page, 16 Mar 2017; bbc.co.uk, 27 Sep 2013)","Spanish tennis player Rafael Nadal. (britishparatabletennis.com, 09 Sep 2023)",,,,,,,
1573497,DAVIES Robert,DAVIES R,Robert DAVIES,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Table Tennis'],"[""Men's Doubles - MD4"", ""Men's Singles - MS1""]",1984-08-14,ABERGAVENNY,Great Britain,CARDIFF,Great Britain,"Rob (X profile, 30 Sep 2023)","Gardening, rugby. (X profile, 30 Sep 2023; britishparatabletennis.com, 11 Nov 2020)",Athlete,,Wife Meg,English,"Neil Robinson [national], GBR","He met British Para table tennis player Sara Head by chance while he was rehabilitating from his accident. (paralympics.org.uk, 29 Oct 2011)",,,"""I enjoy being on the table even more so now than when I was younger. I used to put a lot of pressure on myself and I don't do that now, I just enjoy it. I do push myself to do different things and make improvements to my game. I've come up with a different serve that no one has done before."" (britishparatabletennis.com, 11 Nov 2020)",,,,,
1573500,KARABARDAK Paul,KARABARDAK P,Paul KARABARDAK,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Table Tennis'],"[""Men's Doubles - MD14"", ""Men's Singles - MS6""]",1985-10-03,SWANSEA,Great Britain,SWANSEA,Great Britain,"PK (Athlete, 15 Mar 2015)","Supporting Welsh football team Swansea City. (X profile, 31 Jan 2024)",Athlete,,,English,,"He took up the sport during rehabilitation. ""As I could no longer play football I felt lost without sport and bored with nothing to do. My mum found out about a club for disabled people called Friends of the Young Disabled. One day I started playing table tennis and just loved it. I went to a local sports shop and bought a table tennis bat, case and a few balls and started playing three times a week. I enjoy table tennis because it's great fun, really challenging mentally and physically and it is a sport anyone can enjoy."" (bttad.org, 01 Nov 2015; paralympics.org.uk, 07 Apr 2012; physioroom.com, 31 Jan 2012)","British track cyclist Chris Hoy. (Athlete, 15 Mar 2015)","British Para table tennis player Will Bayley, German Para table tennis player Jochen Wollmert, and his mother. (Athlete, 15 Mar 2015)","""Our disabilities are the shackles and chains which imprison us, but sport sets us free."" (Athlete, 15 Mar 2015)",,,,,
1573501,MATTHEWS Thomas,MATTHEWS T,Thomas MATTHEWS,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Table Tennis'],"[""Men's Doubles - MD4"", ""Men's Singles - MS1"", 'Mixed Doubles - XD7']",1992-08-19,MERTHYR TYDFIL,Great Britain,,Great Britain,"Tom (Instagram profile, 31 Jan 2021)",,Athlete,"College of the Valleys, Wales",,English,"Neil Robinson [national], GBR","He was encouraged to take up the sport by British Para table tennis player Jim Munkley. ""It was all Jim's fault. I was just lying in bed in hospital and he used to come round the wards and try to get people involved in table tennis as they had a table in the hospital. He kept coming round and I kept telling him to go away as all I wanted was to get back on my bike. In the end I gave in just to shut him up really and I fell in love with it."" (walesonline.co.uk, 22 Dec 2016; British Para Table Tennis Facebook page, 29 Jun 2020)",,"British Para table tennis player Jim Munkley, who passed away in 2017. ""I do not know where I would be without Jim. He showed me there was a life after my accident and has taught me everything I know since my injury. Jim inspired and transformed people's lives, he was a role model and legend who will be greatly missed."" (Just Ask - Disability Sport Wales NYB Podcast, 24 Jul 2020; disabilitysportwales.com, 16 Oct 2017)","""I always think of table tennis as like a game of chess - it's more of a mind game than you might think. Every point is different, you can't rush, and you can't just hit your way through it. You've got to think about what you're doing - it's incredibly strategic."" (paralympics.org.uk, 27 Dec 2023)",,,,,
1573502,McKIBBIN Aaron,McKIBBIN A,Aaron McKIBBIN,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Table Tennis'],"[""Men's Doubles - MD18"", ""Men's Singles - MS8""]",1991-08-27,LONDON,Great Britain,LONDON,Great Britain,"Kibsta (Facebook profile, 17 Jan 2024; Athlete, 15 Mar 2015)","Listening to music, supporting English football team Chelsea. (Twitter profile, 25 Mar 2021; britishparatabletennis.com, 21 Sep 2019)",Athlete,"Exercise Science, Sports Science - Sheffield Hallam University, England",,English,,"He played tennis from ages four to 14 before he was introduced to table tennis. He competed against non-Para players in the British schools' championship before a coach suggested he try out for the Great Britain Paralympic team. ""I didn't consider myself to be disabled. I was 16 and thought people would laugh at me but I gave it a try, went to a training camp in 2009 and then to the Romanian Open to get classified. I enjoyed it so much that I decided it was what I wanted to do. I was a bit arrogant at first because I'd played able-bodied table tennis and I thought Para table tennis would be easy but I soon realised how good the standard is."" (britishparatabletennis.com, 21 Sep 2019)","Serbian tennis player Novak Djokovic, British heptathlete Jessica Ennis-Hill. (Athlete, 15 Mar 2015)","His mother and grandmother. (Athlete, 15 Mar 2015; britishparatabletennis.com, 21 Sep 2019)","""Hard work beats talent if talent doesn't work hard."" (britishparatabletennis.com, 21 Sep 2019)",,"He always changes his shirt just before a match. (britishparatabletennis.com, 21 Sep 2019)",,,
1573503,PERRY Martin,PERRY M,Martin PERRY,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Table Tennis'],"[""Men's Doubles - MD14"", ""Men's Singles - MS6""]",1994-05-08,PAISLEY,Great Britain,DUMBARTON,Great Britain,,"Going for walks, watching rugby and football, playing video games. (finniestonclothing.com, 25 Mar 2021)","Athlete, Motivational Speaker","Sport Studies - University of the West of Scotland, Scotland","Wife Siobhain, daughter Beira [2023]",English,,"He was involved in several sports such as football, rugby, basketball, and athletics when he was growing up. He was inspired to pursue table tennis seriously after seeing the performance of the British table tennis team at the 2012 Paralympic Games in London. (athletemedia.co.uk, 2021; tabletennisengland.co.uk, 2021)",,"Coach Terry McLernon. (tabletennisengland.co.uk, 2021)","""I totally believe that anything is possible."" (Sport Scotland YouTube channel, 06 Sep 2017)",,,,,
1573505,SHACKLETON Megan,SHACKLETON M,Megan SHACKLETON,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Table Tennis'],"[""Women's Singles - WS4"", 'Mixed Doubles - XD7']",1999-03-21,HALIFAX,Great Britain,SHEFFIELD,Great Britain,"Meg, Megs (Instagram profile, 22 Mar 2021; Facebook profile, 02 Mar 2021)","Reading. (bbc.com, 17 Jul 2024)","Athlete, Student","English Literature - University of Sheffield, England",,English,Andrew Rushton [national],"""I had swum competitively from the age of five and played tennis. So I've always enjoyed sport. I first started playing table tennis at the age of 12 after I attended a Playground to Podium event in Leeds [in England], where I met coach Shaun Alvey. He persuaded me to come along to his club Albert Premier TTC regularly, and I soon fell in love with the sport. The thing I loved about table tennis from the start is that there are so many aspects that make a good player."" (bbc.com, 17 Jul 2024; sportsaid.org.uk, 08 Apr 2015; lancashiretelegraph.co.uk, 18 Jun 2014)","British Para table tennis player Will Bayley, British swimmer Rebecca Adlington. (sportsaid.org.uk, 08 Apr 2015)",,"""I am very determined and have desire to succeed no matter how much work it takes."" (sportsaid.org.uk, 08 Apr 2015)",,,"She has won medals in Para swimming at national level. (lancashiretelegraph.co.uk, 18 Jun 2014; foraricherlife.com, 21 May 2017)",,
1573506,SHILTON Billy,SHILTON B,Billy SHILTON,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Table Tennis'],"[""Men's Doubles - MD14"", ""Men's Singles - MS8""]",1998-10-09,GLOUCESTER,Great Britain,,,"Shilts, Bill (Twitter profile, 26 Mar 2021; Instagram profile, 24 Apr 2021)","Spending time with his family and friends, travelling. (Instagram profile, 24 Apr 2021)",Athlete,,,English,David McBeath,"He began playing table tennis after watching his father play in a local league tournament. ""I was playing football but physically it was quite demanding with my disability and I wasn't playing at a level that I wanted to. My dad was playing table tennis at the time and he took me along to one of his matches. I had a 10-minute practice with him and I've never looked back. It's difficult to explain why I love it so much but there are so many different aspects to it. There are so many positions and different spins and it is so fast. I don't know what it is exactly, I find it really interesting but I can't put my finger on a specific reason. I just love it."" (britishparatabletennis.com, 08 Mar 2020, 06 Aug 2020)","Jamaican sprinter Usain Bolt, US boxer Muhammad Ali, British long-distance runner Mo Farah. (britishparatabletennis.com, 08 Mar 2020)",,,,,,,
1573508,TWOMEY Bly,TWOMEY B,Bly TWOMEY,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Table Tennis'],"[""Women's Doubles - WD14"", ""Women's Singles - WS7"", 'Mixed Doubles - XD17']",2010-04-27,,,BRIGHTON,Great Britain,,,Student,,,English,Andrew Rushton [national],"""I went to this Moulsecoomb camp run by BTTC [Brighton Table Tennis Club] and they offered me a place at the club and I said yes."" (Brighton Table Tennis Club Facebook page, 08 Mar 2022)","British Para table tennis player Will Bayley. (Brighton Table Tennis Club Facebook page, 08 Mar 2022)",,,,,,,
1573510,PICKARD Felicity,PICKARD F,Felicity PICKARD,Female,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0.0,0.0,['Para Table Tennis'],"[""Women's Doubles - WD14"", ""Women's Singles - WS6""]",1994-07-17,WORDSLEY,Great Britain,BURNLEY,Great Britain,"Fliss (britishparatabletennis.com, 28 Aug 2023)",,Athlete,,,English,Shaun Marples [national],"She had an interest in sport from an early age and tried boccia, swimming and horse riding before turning her focus to table tennis. ""I have always wanted to achieve something, and I found I could do that with table tennis. I started playing table tennis seriously after I was spotted by a disability table tennis coach during a school visit. At the time, my dad wasn't sure if it was the sport for me as he thought my coordination and movement would work against me. In fact, table tennis has helped to really improve me."" (burnleyleisure.co.uk, 13 Mar 2017; lancashiretelegraph.co.uk, 24 Sep 2013)",,,"""For me I think what works best is to take one match at a time and focus on what I can do."" (britishparatabletennis.com, 28 Aug 2023)",,,,,
1678397,MIRANDA HERRERA Nely Edith,MIRANDA HERRERA NE,Nely Edith MIRANDA HERRERA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0.0,0.0,['Para Swimming'],"[""Women's 150m Individual Medley - SM4"", ""Women's 50m Backstroke - S4"", ""Women's 50m Breaststroke - SB3"", ""Women's 50m Freestyle - S4"", 'Mixed 4x50m Freestyle Relay - 20 Points']",1972-08-02,PUEBLA,Mexico,VERACRUZ,Mexico,,"Spending time with family, gardening, cooking. (elsoldecordoba.com.mx, 18 Sep 2021)","Athlete, Motivational Speaker","Administration Studies - Technological Institute of Veracruz, Mexico",,Spanish,"Jose Raul Pelaez Ampudia, MEX, from 2013","She took up the sport as part of her rehabilitation. (Athlete, 04 Dec 2017)","Mexican wheelchair racer Saul Mendoza. (Athlete, 04 Dec 2017)","Her mother. (Athlete, 04 Dec 2017)","""The hardest rival to beat is yourself."" (Athlete, 04 Dec 2017)",,,,,
1878807,RADOVIC Fili,RADOVIC F,Filip RADOVIC,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,0.0,0.0,['Para Table Tennis'],"[""Men's Singles - MS10""]",2000-07-08,CETINJE,Montenegro,,,,,Athlete,,,"English, Montenegrin",Vladimir Maric [national],"""At first I was mostly interested in football, but my older brother Nikola took up table tennis and one day I decided to try it too. At one point I was training in both football and table tennis, but once the moment came to focus on one sport, with no hesitation I chose table tennis. I had begun travelling more, competing in tournaments, and this influenced my decision to focus on table tennis."" (aa.com.tr, 28 Sep 2019)","Polish table tennis player Natalia Partyka. (Trans World Sport YouTube channel, 19 Oct 2019)","Coaches Cedomir Damjanovic and Nikolaj Lupulesku. (pobjeda.me, 03 Nov 2020)",,,,"He won three bronze medals in non-Para table tennis at the 2019 Games of the Small States of Europe in Montenegro. He also represented Montenegro in non-Para table tennis at the European U21 championships. (SportsDeskOnline, 21 Apr 2021; Trans World Sport YouTube channel, 19 Oct 2019)",,
1878817,RAJKOVIC Maja,RAJKOVIC M,Maja RAJKOVIC,Female,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,0.0,0.0,['Para Athletics'],"[""Women's Javelin Throw - F54""]",1983-05-26,BERANE,Montenegro,,,,,,"Economics - University of Donja Gorica, Podgorica, MNE",,Serbian,Veljko Cegar [national],"She was invited to start Para athletics by the national team selector. (Athlete, 20 Aug 2018)",,"Her family. (Athlete, 20 Aug 2018)",,,,"She has competed in Para table tennis, including at the 2015 Romania International Open in Cluj-Napoca. (paraplegicari.com, 22 Nov 2016; dan.co.me, 25 Jun 2015; ipttc.org, 27 Jun 2015)",,
1878821,BAKIC Luka,BAKIC L,Luka BAKIC,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,0.0,0.0,['Para Table Tennis'],"[""Men's Singles - MS10""]",1991-06-06,,,,,,,,"University of Montenegro, Podgorica, MNE",,"English, Montenegrin",Vladimir Maric [national],,,,,,,,,
